1,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あいの里公園駅,あいのさとこうえんえき,,ainosatokouen'eki,Ainosato Park,,,
2,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あいの里教育大駅,あいのさときょいくだいまええき,,ainosatokyoikudaimaeeki,Ainosatokyoikudaimae,,,
3,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あおば通駅,あおばどおりえき,,aobadoorieki,Aobadoori,,,
4,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あかおか駅,あかおかえき,,akaokaeki,Akaoka,,,
5,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あきた白神駅,あきたしらかみえき,,akitashirakamieki,Akitashirakami,,,
6,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あざみ野駅,あざみのえき,,azaminoeki,Azamino,,,
7,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あつみ温泉駅,あつみおんせんえき,,atsumionsen'eki,Atsumionsen,,,
8,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あやめ公園駅,あやめこうえんえき,,ayamekouen'eki,Ayame Park,,,
9,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あわくら温泉駅,あわくらおんせんえき,,awakuraonsen'eki,Awakuraonsen,,,
10,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,あわら湯のまち駅,あわらゆのまちえき,,awarayunomachieki,Awarayunomachi,,,
11,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いこいの広場駅,いこいのひろばえき,,ikoinohirobaeki,Ikoinohiroba,,,
12,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いこいの村駅,いこいのむらえき,,ikoinomuraeki,Ikoinomura,,,
13,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いずえ駅,いずええき,,izueeki,Izue,,,
14,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いずみ中央駅,いずみちゅうおうえき,,izumichuuoueki,Izumichuuou,,,
15,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いずみ野駅,いずみのえき,,izuminoeki,Izumino,,,
16,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いづろ通駅,いづろどおりえき,,idurodoorieki,Idzurodoori,,,
17,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いよ立花駅,いよたちばなえき,,iyotachibanaeki,Iyotachibana,,,
18,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いりなか駅,いりなかえき,,irinakaeki,Irinaka,,,
19,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いわき駅,いわきえき,,iwakieki,Iwaki,,,
20,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,いわて沼宮内駅,いわてぬまくないえき,,iwatenumakunaieki,Iwatenumakunai,,,
21,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,えびの上江駅,えびのうわええき,,ebinouwaeeki,Ebinouwae,,,
22,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,えびの飯野駅,えびのいいのえき,,ebinoiinoeki,Ebinoiino,,,
23,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,おかどめ幸福駅,おかどめこうふくえき,,okadomekoufukueki,Okadomekoufuku,,,
24,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,おゆみ野駅,おゆみのえき,,oyuminoeki,Oyumino,,,
25,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,お台場海浜公園駅,おだいばかいひんこうえんえき,,odaibakaihinkouen'eki,Odaiba Beach Park,,,
26,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,お花茶屋駅,おはなぢゃやえき,,ohanadyayaeki,Ohanadzaya,,,
27,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,かしわ台駅,かしわだいえき,,kashiwadaieki,Kashiwadai,,,
28,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,かみのやま温泉駅,かみのやまおんせんえき,,kaminoyamaonsen'eki,Kaminoyamaonsen,,,
29,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,かるが浜駅,かるがはまえき,,karugahamaeki,Karugahama,,,
30,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,くいな橋駅,くいなばしえき,,kuinabashieki,Kuinabashi,,,
31,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,くぬぎ山駅,くぬぎやまえき,,kunugiyamaeki,Kunugiyama,,,
32,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,くびき駅,くびきえき,,kubikieki,Kubiki,,,
33,WORD_STATION_NAME,,HIRAGANA_KATAKANA,,,くりこま高原駅,くりこまこうげんえき,,kurikomakougen'eki,Kurikomakougen,,,
